Resource ID(s),Unique Identifier,Item Title,Date,Date Type,Digitization Nomination,Checksum Type,Publisher,Subject,Contributor,Description,Rights Statement,Storage Location,Physical Format,Generations,Condition,Asset Type,Channel Configuration Physical,Rights Summary,Language,Channel Configuration Digital,Preservation Sample Rate,Preservation Bit Depth,Digitization Grant,Duration Physical,Written notes on casing,Removal Nomination,Related Item IDs,Ancillary Materials,Program Name,Digital QC notes,Preservation Filename,Preservation File Location,Preservation Filesize,Checksum Value,Digitization Vendor,KBOO episode ID,Proxy Filename,Temporal Coverage,Date Digitized,Duration Digital,Audio Time Start,Spatial Coverage,Identifier2,IdentifierSource2
17565,CS-0126,on Helms-Burton embargo,,unknown,,,,Global Affairs,Steve Mitchell,,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,1/8 inch audio cassette,,,,,Saleable,,,,,,01:00:00,,,,,,,,,,,,,,,,,,,,
17555,MD-181,AAPM Conference with Dr. Helen Caldicott speaking on Nuclear Power and Global Warming,,unknown,digitized in house,,KBOO,"Science/Technology, Energy/Natural Resources",Dr. Helen Caldicott,"American Association of Physicist in Medicine (AAPM) Conference with Dr. Helen Caldicott speaking on the effects of nuclear power and global warming. She touches on topics including the sexual undertones of nuclear technology, the effects of nuclear development on children, cancer caused by nuclear plants, nuclear genocide and how America treated the Japanese people affected by Fatman and Little Boy. Speech ends at ~1:04:00 followed by a Q&A.",,KBOO Archives Room,Minidisc,,,,stereo,Non-Saleable,,stereo,44.1 kHz,16 bits,,01:20:56,,,,,,,kboo_MD-181.wav,,817 MB,1EA93D90C6AD271BA7B7066500102FB8,,,kboo_MD-181.mp3,,,,,,,
17543,MD-170p1,MD-170.1 title,,unknown,,,,,,These first 6 tracks on the MD are related to the alternative health practice of Body Talk. No dates are listed on the disc.,"This audio is property of The KBOO Foundation and may include additional rights holders. It may be used for educational, scholarly, or private, personal use with attribution 'From KBOO Community Radio, Portland'. Any other use, such as commercial publication or multiple reproductions, requires written permission from The KBOO Foundation.",KBOO Archives Room,Minidisc,,,,,Saleable,,,,,,,,empty file was deleted. Check if physical item exists,,,,,,,,,,,,,,,,,,
17540,MD-167,Liberation of Dachau & the Oregon Holocaust Memorial,,unknown,,,KBOO,"History, Global Affairs, Civil Liberties, Civil Rights/Human Rights, Prison, War/Peace, Military/Veterans","Edward R. Murrow, Eric Saul, Elaine Kaufman, Mel Reslor",A collection of previous recordings and broadcasts that commemorate the liberation of Dachau and Buchenwald. The first clip is of Edward R. Murrow reporting on 1945-04-15 of what he saw in Buchenwald. The second series of clips are from 1991-12-04 but were aired by Pacifica Radio in April 1995. The first clip is of Historian Eric Saul discussing the role of Japanese-American soldiers in liberating the Dachau concentration camps. Saul reveals that the history of Japanese American soldiers liberating Dachau has not been acknowledged by historians and the U.S. government. Following clips include veterans of the 442nd Infantry Regiment and the 522nd Field Artillery Battalion who discuss their first hand experience of entering Dachau. A Jewish survivor of the Holocaust shares her graphic accounts of life in a concentration camp and being rescued by a Japanese American soldier. The last audio segment is an interview with Elaine Kaufman from the Oregon Holocaust Resource Center (OHRC) about the Holocaust Memorial in Portland.,,KBOO Archives Room,Minidisc,,,,mono,Non-Saleable,,,,,,01:29:05,Edward R. Murrow clip is from the book and CD World War II on the Air (2003).,,,,,,,,,,,,,,,,,,,
17531,MD-159d2,John Trudell Part 2,,unknown,digitized in house,,KBOO,"Arts/Culture, Indigenous",John Trudell,John Trudell speaks on Indigenous culture in the America's in the 21st century. No date or location is listed on the MiniDisc. Recording cuts out in the middle of sentence.,,KBOO Archives Room,Minidisc,,,,mono,Non-Saleable,,mono,44.1 kHz,16 bits,,00:02:58,Recording continues on MD-159.A.,,,,,,kboo_MD-159d2.wav,,15 MB,F3318A43F2697490AEC3814564A944AE,,,kboo_MD-159d2.mp3,,,,,,,
17530,MD-159d1,John Trudell Part 1,,unknown,digitized in house,,KBOO,"Arts/Culture, Indigenous",John Trudell,John Trudell speaks on Indigenous culture in the America's in the 21st century. No date or location is listed on the MiniDisc.,,KBOO Archives Room,Minidisc,,,,stereo,Non-Saleable,,stereo,44.1 kHz,16 bits,,00:45:21,Recording continues on MD-159.B.,,,,,,kboo_MD-159d1.wav,,458 MB,FE66D4707B7CF0D50C999F4989C28814,,,kboo_MD-159d1.mp3,,,,,,,
17507,MD-144,"Hafiz Usman Speaks About Working for Al Jazeera in Washington, D.C.",,unknown,digitized in house,,,"Civil Liberties, Media, Global Affairs",Hafiz Usman,al-jazeera Washington Chief reporter begins his talk about his position in the world of journalism. He talks about how many countries view Al-Jazeera as a terrorist website/ terror supporting website. Talks about being shut out of certain countries including America right after 9/11. Compares CNN and Al-Jazeera and talks about their similarities in foreign countries. Followed by a Q&A which abruptly cuts.,,KBOO Archives Room,Minidisc,,,,stereo,Non-Saleable,,stereo,44.1 kHz,16 bits,,00:40:54,,,,,,,kboo_MD-144.wav,,413 MB,80BD18CAC804E8AB892F91FB59115CE2,,,kboo_MD-144.mp3,,,,,Middle East,,
17504,MD-141,City Club: Beyond Partisanship,,unknown,digitized in house,,KBOO,"Community Building, Government/Politics",,"Beyond Partisanship' Terrible Sound, There is talk of mail delivery prescriptions, not bickering between political parties in Oregon. Talk about Oregon state legislature and if both sides of the party line can get along and try to work for a better Oregon. Followed by a hard to understand Q&A.",,KBOO Archives Room,Minidisc,,,,stereo,Non-Saleable,,stereo,44.1 kHz,16 bits,,01:15:07,,,,,,,kboo_MD-141.wav,,758 MB,C444FD4A1C9CC551C3199F11AEE1F8F4,,,kboo_MD-141.mp3,,,,,"Oregon, United States",,
17501,MD-139,Quality Education is a Civil Rights Issue,,unknown,,,,,Bob Moses,Education is a Civil Rights Issue Starts on track 33 and ends of track 35 (Disc is physcially damaged and needs repaid before playing).,,KBOO Archives Room,Minidisc,,,,,Non-Saleable,,,,,,,,,,Event Information,,,,,,,,,,,,,,,,
17493,MD-131,Imperial Democracy,,unknown,No,,Alternative Radio,Government/Politics,Arundhati Roy,Starts on Track 2,This is an Alternative Radio program.,KBOO Archives Room,Minidisc,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
17492,MD-130,unknown title,,unknown,digitized in house,,Radio Nation,Activism,Howard Dean,,This is a Radio Nation program,KBOO Archives Room,Minidisc,,,,stereo,Non-Saleable,,stereo,44.1 kHz,16 bits,,00:55:48,,,,,,,kboo_MD-130.wav,,563 MB,1D6754312BCC06BEC7A73A5EAE15012F,,eps00092,kboo_MD-130.mp3,,,,,,,
17491,MD-129,The Business of Books,,unknown,No,,Alternative Radio,"Corporations, Media, Fiction",Andre Schiffrin,The Business Of Books - Publishing Companies,This is an Alternative Radio program.,KBOO Archives Room,Minidisc,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
17490,MD-128,Ahmad Rashid on Afghanistan and Pakistan,,unknown,No,,Alternative Radio,War/Peace,Ahmad Rashid,Afghanistan & Pakistan,This is an Alternative Radio program.,KBOO Archives Room,Minidisc,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
17485,MD-124,Bush in Baghdad,,unknown,No,,Alternative Radio,Global Affairs,,Bush,This is an Alternative Radio program.,KBOO Archives Room,Minidisc,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
17484,MD-123,MD-123 title,,unknown,No,,Alternative Radio,Global Affairs,Pervez Hoodbhoy,,This is an Alternative Radio program.,KBOO Archives Room,Minidisc,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
17480,MD-120,MD-120 title,,unknown,No,,Alternative Radio,,Naomi Klein,,This is an Alternative Radio program.,KBOO Archives Room,Minidisc,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
17479,MD-119,In the Wake of Iraq,,unknown,No,,Radio Nation,"Arts/Culture, Religion/Faith/Spirituality",Gore Vidal,In The Wake Of Iraq,This is a Radio Nation program,KBOO Archives Room,Minidisc,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
17478,MD-118,The Clash of Fundamentalism,,unknown,No,,Alternative Radio,,Gilbert Ashkar,The Clash Of Fundamental ...,This is an Alternative Radio program.,KBOO Archives Room,Minidisc,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
17476,MD-116,From Afghanistan to Iraq: The Bush War,,unknown,No,,Alternative Radio,"War/Peace, Global Affairs",Medea Benjamin,From Afghanistan To Iraq:The Bush Wars,This is an Alternative Radio program.,KBOO Archives Room,Minidisc,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
17475,MD-115,Civil Rights Under Attack,,unknown,No,,Alternative Radio,African American,Julian Bond,Civil rights Under attack,This is an Alternative Radio program.,KBOO Archives Room,Minidisc,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
17474,MD-114,Weapons in Space,,unknown,No,,Alternative Radio,"Science/Technology, War/Peace",Robert Bowman,The Use of Weapons in Space,This is an Alternative Radio program.,KBOO Archives Room,Minidisc,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
17473,MD-113,Capital Punishment: Capital Crime,,unknown,No,,Alternative Radio,"Law/Courts/Crime, Prison, Corporations",Stephen Bright,"Capital Punishment, Capital Crime",This is an Alternative Radio program.,KBOO Archives Room,Minidisc,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
17472,MD-112,September 11th and the National Insecurity State,,unknown,No,,Alternative Radio,Government/Politics,Ira Chernus,Sept. 11th & The National Security State,This is an Alternative Radio program.,KBOO Archives Room,Minidisc,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
17471,MD-111,Chomsky on Imperialism,,unknown,No,,Alternative Radio,Government/Politics,Noam Chomsky,Chomsky on Imperialism,This is an Alternative Radio program.,KBOO Archives Room,Minidisc,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
17470,MD-110,Collateral Language: War and Propaganda,,unknown,No,,Alternative Radio,"Government/Politics, War/Peace",Noam Chomsky,Collateral Language:War & Propaganda,This is an Alternative Radio program.,KBOO Archives Room,Minidisc,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
17469,MD-109,Terrorism and U.S. Foreign Policy,,unknown,No,,Alternative Radio,Government/Politics,"Bill Christofsen, Kathy Christofsen",Terrorism & Foreign Policy,This is an Alternative Radio program.,KBOO Archives Room,Minidisc,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
17468,MD-108,Global Health or Global Wealth,,unknown,No,,Alternative Radio,"Health, Economy",Kevin Danaher,Global Health Or Global Wealth,This is an Alternative Radio program.,KBOO Archives Room,Minidisc,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
17467,MD-107,Workers and the Challenge of Globalization,,unknown,No,,Alternative Radio,"Labor, Economy",Dana Franks,Workers & The Challenge Of Globalization,This is an Alternative Radio program.,KBOO Archives Room,Minidisc,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
17466,MD-106,Democracy Now,,unknown,No,,Democracy Now,,Amy Goodman,,This is an Alternative Radio program.,KBOO Archives Room,Minidisc,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
17465,MD-105,Beyond Vietnam,,unknown,No,,Alternative Radio,War/Peace,Dr. Martin Luther King Jr.,Recording from 1967-04-04,This is an Alternative Radio program.,KBOO Archives Room,Minidisc,,,,,Non-Saleable,,,,,,,,,,,,,,,,,,,,,,,,,,
17464,MD-104,The New Crusade: America's War on Terrorism,,unknown,No,,Alternative Radio,"War/Peace, Government/Politics",Rahul Mahajan,New Crusade:America's War On Terrorism,This is an Alternative Radio program.,KBOO Archives Room,Minidisc,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
17463,MD-103,Failure of Iraq Intelligence,,unknown,No,,Alternative Radio,"Global Affairs, War/Peace, Military/Veterans",Ray McGovern,failure of intelligence-Iraq,This is an Alternative Radio program.,KBOO Archives Room,Minidisc,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
17462,MD-102,Empire of Globalization and Religion,,unknown,No,,Alternative Radio,"Government/Politics, Economy, Faith/Religion/Spirituality",Chandra Muzaffer,"Empire, Globalization & Religion",This is an Alternative Radio program.,KBOO Archives Room,Minidisc,,,,,Non-Saleable,,,,,,00:59:00,,,,,,,,,,,,,,,,,,,,
